Эмодзи: 🥇, Идентификатор: :1st_place_medal:
Эмодзи: 🦹🏾‍♂, Идентификатор: :man_supervillain_medium-dark_skin_tone:
Эмодзи: 🦹🏼‍♂️, Идентификатор: :man_supervillain_medium-light_skin_tone:
Эмодзи: 🦹🏼‍♂, Идентификатор: :man_supervillain_medium-light_skin_tone:
Эмодзи: 🦹🏽‍♂️, Идентификатор: :man_supervillain_medium_skin_tone:
Эмодзи: 🦹🏽‍♂, Идентификатор: :man_supervillain_medium_skin_tone:
Эмодзи: 🏄‍♂️, Идентификатор: :man_surfing:
Эмодзи: 🏄‍♂, Идентификатор: :man_surfing:
Эмодзи: 🏄🏿‍♂️, Идентификатор: :man_surfing_dark_skin_tone:
Эмодзи: 🏄🏿‍♂, Идентификатор: :man_surfing_dark_skin_tone:
Эмодзи: 🏄🏻‍♂️, Идентификатор: :man_surfing_light_skin_tone:
Эмодзи: 🏄🏻‍♂, Идентификатор: :man_surfing_light_skin_tone:
Эмодзи: 🏄🏾‍♂️, Идентификатор: :man_surfing_medium-dark_skin_tone:
Эмодзи: 🏄🏾‍♂, Идентификатор: :man_surfing_medium-dark_skin_tone:
Эмодзи: 🏄🏼‍♂️, Идентификатор: :man_surfing_medium-light_skin_tone:
Эмодзи: 🏄🏼‍♂, Идентификатор: :man_surfing_medium-light_skin_tone:
Эмодзи: 🏄🏽‍♂️, Идентификатор: :man_surfing_medium_skin_tone:
Эмодзи: 🏄🏽‍♂, Идентификатор: :man_surfing_medium_skin_tone:
Эмодзи: 🏊‍♂️, Идентификатор: :man_swimming:
Эмодзи: 🏊‍♂, Идентификатор: :man_swimming:
Эмодзи: 🏊🏿‍♂️, Идентификатор: :man_swimming_dark_skin_tone:
Эмодзи: 🏊🏿‍♂, Идентификатор: :man_swimming_dark_skin_tone:
Эмодзи: 🏊🏻‍♂️, Идентификатор: :man_swimming_light_skin_tone:
Эмодзи: 🏊🏻‍♂, Идентификатор: :man_swimming_light_skin_tone:
Эмодзи: 🏊🏾‍♂️, Идентификатор: :man_swimming_medium-dark_skin_tone:
Эмодзи: 🏊🏾‍♂, Идентификатор: :man_swimming_medium-dark_skin_tone:
Эмодзи: 🏊🏼‍♂️, Идентификатор: :man_swimming_medium-light_skin_tone:
Эмодзи: 🏊🏼‍♂, Идентификатор: :man_swimming_medium-light_skin_tone:
Эмодзи: 🏊🏽‍♂️, Идентификатор: :man_swimming_medium_skin_tone:
Эмодзи: 🏊🏽‍♂, Идентификатор: :man_swimming_medium_skin_tone:
Эмодзи: 👨‍🏫, Идентификатор: :man_teacher:
Эмодзи: 👨🏿‍🏫, Идентификатор: :man_teacher_dark_skin_tone:
Эмодзи: 👨🏻‍🏫, Идентификатор: :man_teacher_light_skin_tone:
Эмодзи: 👨🏾‍🏫, Идентификатор: :man_teacher_medium-dark_skin_tone:
Эмодзи: 👨🏼‍🏫, Идентификатор: :man_teacher_medium-light_skin_tone:
Эмодзи: 👨🏽‍🏫, Идентификатор: :man_teacher_medium_skin_tone:
Эмодзи: 👨‍💻, Идентификатор: :man_technologist:
Эмодзи: 👨🏿‍💻, Идентификатор: :man_technologist_dark_skin_tone:
Эмодзи: 👨🏻‍💻, Идентификатор: :man_technologist_light_skin_tone:
Эмодзи: 👨🏾‍💻, Идентификатор: :man_technologist_medium-dark_skin_tone:
Эмодзи: 👨🏼‍💻, Идентификатор: :man_technologist_medium-light_skin_tone:
Эмодзи: 👨🏽‍💻, Идентификатор: :man_technologist_medium_skin_tone:
Эмодзи: 💁‍♂️, Идентификатор: :man_tipping_hand:
Эмодзи: 💁‍♂, Идентификатор: :man_tipping_hand:
Эмодзи: 💁🏿‍♂️, Идентификатор: :man_tipping_hand_dark_skin_tone:
Эмодзи: 💁🏿‍♂, Идентификатор: :man_tipping_hand_dark_skin_tone:
Эмодзи: 💁🏻‍♂️, Идентификатор: :man_tipping_hand_light_skin_tone:
Эмодзи: 💁🏻‍♂, Идентификатор: :man_tipping_hand_light_skin_tone:
Эмодзи: 💁🏾‍♂️, Идентификатор: :man_tipping_hand_medium-dark_skin_tone:
Эмодзи: 💁🏾‍♂, Идентификатор: :man_tipping_hand_medium-dark_skin_tone:
Эмодзи: 💁🏼‍♂️, Идентификатор: :man_tipping_hand_medium-light_skin_tone:
Эмодзи: 💁🏼‍♂, Идентификатор: :man_tipping_hand_medium-light_skin_tone:
Эмодзи: 💁🏽‍♂️, Идентификатор: :man_tipping_hand_medium_skin_tone:
Эмодзи: 💁🏽‍♂, Идентификатор: :man_tipping_hand_medium_skin_tone:
Эмодзи: 🧛‍♂️, Идентификатор: :man_vampire:
Эмодзи: 🧛‍♂, Идентификатор: :man_vampire:
Эмодзи: 🧛🏿‍♂️, Идентификатор: :man_vampire_dark_skin_tone:
Эмодзи: 🧛🏿‍♂, Идентификатор: :man_vampire_dark_skin_tone:
Эмодзи: 🧛🏻‍♂️, Идентификатор: :man_vampire_light_skin_tone:
Эмодзи: 🧛🏻‍♂, Идентификатор: :man_vampire_light_skin_tone:
Эмодзи: 🧛🏾‍♂️, Идентификатор: :man_vampire_medium-dark_skin_tone:
Эмодзи: 🧛🏾‍♂, Идентификатор: :man_vampire_medium-dark_skin_tone:
Эмодзи: 🧛🏼‍♂️, Идентификатор: :man_vampire_medium-light_skin_tone:
Эмодзи: 🧛🏼‍♂, Идентификатор: :man_vampire_medium-light_skin_tone:
Эмодзи: 🧛🏽‍♂️, Идентификатор: :man_vampire_medium_skin_tone:
Эмодзи: 🧛🏽‍♂, Идентификатор: :man_vampire_medium_skin_tone:
Эмодзи: 🚶‍♂️, Идентификатор: :man_walking:
Эмодзи: 🚶‍♂, Идентификатор: :man_walking:
Эмодзи: 🚶🏿‍♂️, Идентификатор: :man_walking_dark_skin_tone:
Эмодзи: 🚶🏿‍♂, Идентификатор: :man_walking_dark_skin_tone:
Эмодзи: 🚶‍♂️‍➡️, Идентификатор: :man_walking_facing_right:
Эмодзи: 🚶‍♂‍➡️, Идентификатор: :man_walking_facing_right:
Эмодзи: 🚶‍♂️‍➡, Идентификатор: :man_walking_facing_right:
Эмодзи: 🚶‍♂‍➡, Идентификатор: :man_walking_facing_right:
Эмодзи: 🚶🏿‍♂️‍➡️, Идентификатор: :man_walking_facing_right_dark_skin_tone:
Эмодзи: 🚶🏿‍♂‍➡️, Идентификатор: :man_walking_facing_right_dark_skin_tone:
Эмодзи: 🚶🏿‍♂️‍➡, Идентификатор: :man_walking_facing_right_dark_skin_tone:
Эмодзи: 🚶🏿‍♂‍➡, Идентификатор: :man_walking_facing_right_dark_skin_tone:
Эмодзи: 🚶🏻‍♂️‍➡️, Идентификатор: :man_walking_facing_right_light_skin_tone:
Эмодзи: 🚶🏻‍♂‍➡️, Идентификатор: :man_walking_facing_right_light_skin_tone:
Эмодзи: 🚶🏻‍♂️‍➡, Идентификатор: :man_walking_facing_right_light_skin_tone:
Эмодзи: 🚶🏻‍♂‍➡, Идентификатор: :man_walking_facing_right_light_skin_tone:
Эмодзи: 🚶🏾‍♂️‍➡️, Идентификатор: :man_walking_facing_right_medium-dark_skin_tone:
Эмодзи: 🚶🏾‍♂‍➡️, Идентификатор: :man_walking_facing_right_medium-dark_skin_tone:
Эмодзи: 🚶🏾‍♂️‍➡, Идентификатор: :man_walking_facing_right_medium-dark_skin_tone:
Эмодзи: 🚶🏾‍♂‍➡, Идентификатор: :man_walking_facing_right_medium-dark_skin_tone:
Эмодзи: 🚶🏼‍♂️‍➡️, Идентификатор: :man_walking_facing_right_medium-light_skin_tone:
Эмодзи: 🚶🏼‍♂‍➡️, Идентификатор: :man_walking_facing_right_medium-light_skin_tone:
Эмодзи: 🚶🏼‍♂️‍➡, Идентификатор: :man_walking_facing_right_medium-light_skin_tone:
Эмодзи: 🚶🏼‍♂‍➡, Идентификатор: :man_walking_facing_right_medium-light_skin_tone:
Эмодзи: 🚶🏽‍♂️‍➡️, Идентификатор: :man_walking_facing_right_medium_skin_tone:
Эмодзи: 🚶🏽‍♂‍➡️, Идентификатор: :man_walking_facing_right_medium_skin_tone:
Эмодзи: 🚶🏽‍♂️‍➡, Идентификатор: :man_walking_facing_right_medium_skin_tone:
Эмодзи: 🚶🏽‍♂‍➡, Идентификатор: :man_walking_facing_right_medium_skin_tone:
Эмодзи: 🚶🏻‍♂️, Идентификатор: :man_walking_light_skin_tone:
Эмодзи: 🚶🏻‍♂, Идентификатор: :man_walking_light_skin_tone:
Эмодзи: 🚶🏾‍♂️, Идентификатор: :man_walking_medium-dark_skin_tone:
Эмодзи: 🚶🏾‍♂, Идентификатор: :man_walking_medium-dark_skin_tone:
Эмодзи: 🚶🏼‍♂️, Идентификатор: :man_walking_medium-light_skin_tone:
Эмодзи: 🚶🏼‍♂, Идентификатор: :man_walking_medium-light_skin_tone:
Эмодзи: 🚶🏽‍♂️, Идентификатор: :man_walking_medium_skin_tone:
Эмодзи: 🚶🏽‍♂, Идентификатор: :man_walking_medium_skin_tone:
Эмодзи: 👳‍♂️, Идентификатор: :man_wearing_turban:
Эмодзи: 👳‍♂, Идентификатор: :man_wearing_turban:
Эмодзи: 👳🏿‍♂️, Идентификатор: :man_wearing_turban_dark_skin_tone:
Эмодзи: 👳🏿‍♂, Идентификатор: :man_wearing_turban_dark_skin_tone:
Эмодзи: 👳🏻‍♂️, Идентификатор: :man_wearing_turban_light_skin_tone:
Эмодзи: 👳🏻‍♂, Идентификатор: :man_wearing_turban_light_skin_tone:
Эмодзи: 👳🏾‍♂️, Идентификатор: :man_wearing_turban_medium-dark_skin_tone:
Эмодзи: 👳🏾‍♂, Идентификатор: :man_wearing_turban_medium-dark_skin_tone:
Эмодзи: 👳🏼‍♂️, Идентификатор: :man_wearing_turban_medium-light_skin_tone:
Эмодзи: 👳🏼‍♂, Идентификатор: :man_wearing_turban_medium-light_skin_tone:
Эмодзи: 👳🏽‍♂️, Идентификатор: :man_wearing_turban_medium_skin_tone:
Эмодзи: 👳🏽‍♂, Идентификатор: :man_wearing_turban_medium_skin_tone:
Эмодзи: 👨‍🦳, Идентификатор: :man_white_hair:
Эмодзи: 👰‍♂️, Идентификатор: :man_with_veil:
Эмодзи: 👰‍♂, Идентификатор: :man_with_veil:
Эмодзи: 👰🏿‍♂️, Идентификатор: :man_with_veil_dark_skin_tone:
Эмодзи: 👰🏿‍♂, Идентификатор: :man_with_veil_dark_skin_tone:
Эмодзи: 👰🏻‍♂️, Идентификатор: :man_with_veil_light_skin_tone:
Эмодзи: 👰🏻‍♂, Идентификатор: :man_with_veil_light_skin_tone:
Эмодзи: 👰🏾‍♂️, Идентификатор: :man_with_veil_medium-dark_skin_tone:
Эмодзи: 👰🏾‍♂, Идентификатор: :man_with_veil_medium-dark_skin_tone:
Эмодзи: 👰🏼‍♂️, Идентификатор: :man_with_veil_medium-light_skin_tone:
Эмодзи: 👰🏼‍♂, Идентификатор: :man_with_veil_medium-light_skin_tone:
Эмодзи: 👰🏽‍♂️, Идентификатор: :man_with_veil_medium_skin_tone:
Эмодзи: 👰🏽‍♂, Идентификатор: :man_with_veil_medium_skin_tone:
Эмодзи: 👨‍🦯, Идентификатор: :man_with_white_cane:
Эмодзи: 👨🏿‍🦯, Идентификатор: :man_with_white_cane_dark_skin_tone:
Эмодзи: 👨‍🦯‍➡️, Идентификатор: :man_with_white_cane_facing_right:
Эмодзи: 👨‍🦯‍➡, Идентификатор: :man_with_white_cane_facing_right:
Эмодзи: 👨🏿‍🦯‍➡️, Идентификатор: :man_with_white_cane_facing_right_dark_skin_tone:
Эмодзи: 👨🏿‍🦯‍➡, Идентификатор: :man_with_white_cane_facing_right_dark_skin_tone:
Эмодзи: 👨🏻‍🦯‍➡️, Идентификатор: :man_with_white_cane_facing_right_light_skin_tone:
Эмодзи: 👨🏻‍🦯‍➡, Идентификатор: :man_with_white_cane_facing_right_light_skin_tone:
Эмодзи: 👨🏾‍🦯‍➡️, Идентификатор: :man_with_white_cane_facing_right_medium-dark_skin_tone:
Эмодзи: 👨🏾‍🦯‍➡, Идентификатор: :man_with_white_cane_facing_right_medium-dark_skin_tone:
Эмодзи: 👨🏼‍🦯‍➡️, Идентификатор: :man_with_white_cane_facing_right_medium-light_skin_tone:
Эмодзи: 👨🏼‍🦯‍➡, Идентификатор: :man_with_white_cane_facing_right_medium-light_skin_tone:
Эмодзи: 👨🏽‍🦯‍➡️, Идентификатор: :man_with_white_cane_facing_right_medium_skin_tone:
Эмодзи: 👨🏽‍🦯‍➡, Идентификатор: :man_with_white_cane_facing_right_medium_skin_tone:
Эмодзи: 👨🏻‍🦯, Идентификатор: :man_with_white_cane_light_skin_tone:
Эмодзи: 👨🏾‍🦯, Идентификатор: :man_with_white_cane_medium-dark_skin_tone:
Эмодзи: 👨🏼‍🦯, Идентификатор: :man_with_white_cane_medium-light_skin_tone:
Эмодзи: 👨🏽‍🦯, Идентификатор: :man_with_white_cane_medium_skin_tone:
Эмодзи: 🧟‍♂️, Идентификатор: :man_zombie:
Эмодзи: 🧟‍♂, Идентификатор: :man_zombie:
Эмодзи: 🥭, Идентификатор: :mango:
Эмодзи: 🕰️, Идентификатор: :mantelpiece_clock:
Эмодзи: 🕰, Идентификатор: :mantelpiece_clock:
Эмодзи: 🦽, Идентификатор: :manual_wheelchair:
Эмодзи: 👞, Идентификатор: :man’s_shoe:
Эмодзи: 🗾, Идентификатор: :map_of_Japan:
Эмодзи: 🍁, Идентификатор: :maple_leaf:
Эмодзи: 🪇, Идентификатор: :maracas:
Эмодзи: 🥋, Идентификатор: :martial_arts_uniform:
Эмодзи: 🧉, Идентификатор: :mate:
Эмодзи: 🍖, Идентификатор: :meat_on_bone:
Эмодзи: 🧑‍🔧, Идентификатор: :mechanic:
Эмодзи: 🧑🏿‍🔧, Идентификатор: :mechanic_dark_skin_tone:
Эмодзи: 🧑🏻‍🔧, Идентификатор: :mechanic_light_skin_tone:
Эмодзи: 🧑🏾‍🔧, Идентификатор: :mechanic_medium-dark_skin_tone:
Эмодзи: 🧑🏼‍🔧, Идентификатор: :mechanic_medium-light_skin_tone:
Эмодзи: 🧑🏽‍🔧, Идентификатор: :mechanic_medium_skin_tone:
Эмодзи: 🦾, Идентификатор: :mechanical_arm:
